index,title,genres
3587,Addicted,"Drama,Thriller"
3588,Eve's Bayou,Drama
3589,Still Alice,Drama
3590,The Egyptian,"History,Drama"
3591,Nighthawks,"Action,Crime,Thriller"
3592,Friday the 13th Part VIII: Jason Takes Manhattan,"Horror,Thriller"
3593,My Big Fat Greek Wedding,"Comedy,Drama,Romance"
3594,Spring Breakers,"Drama,Crime"
3595,Halloween: The Curse of Michael Myers,"Horror,Thriller"
3596,Y Tu Mamá También,"Drama,Romance"
3597,Shaun of the Dead,"Horror,Comedy"
3598,The Haunting of Molly Hartley,"Drama,Horror"
3599,Lone Star,"Drama,Mystery,Romance"
3600,Halloween 4: The Return of Michael Myers,"Horror,Thriller"
3601,April Fool's Day,"Horror,Mystery"
3602,Diner,"Comedy,Drama"
3603,Lone Wolf McQuade,"Action,Crime,Drama,Romance,Thriller,Western"
3604,Apollo 18,"Horror,Thriller,Science Fiction"
3605,Sunshine Cleaning,"Comedy,Drama"
3606,No Escape,"Action,Thriller"
3607,The Beastmaster,"Action,Fantasy"
3608,Solomon and Sheba,"Drama,History,Romance,War"
3609,Fifty Shades of Black,"Romance,Comedy"
3610,Not Easily Broken,"Drama,Romance"
3611,A Farewell to Arms,"Drama,Romance,War"
3612,The Perfect Match,"Comedy,Romance"
3613,Digimon: The Movie,"Fantasy,Animation,Science Fiction,Family"
3614,Saved!,"Comedy,Drama"
3615,The Barbarian Invasions,"Comedy,Crime,Drama"
3616,Robin and Marian,"Action,Adventure,Drama,Romance"
3617,The Forsaken,"Action,Adventure,Horror,Thriller"
3618,Force 10 from Navarone,"Action,Adventure,War,Thriller"
3619,UHF,Comedy
3620,Grandma's Boy,Comedy
3621,Slums of Beverly Hills,"Comedy,Drama"
3622,Once Upon a Time in the West,Western
3623,Made,"Action,Comedy,Thriller"
3624,Moon,"Science Fiction,Drama"
3625,Keeping Up with the Steins,Comedy
3626,Sea Rex 3D: Journey to a Prehistoric World,Documentary
3627,The Sweet Hereafter,Drama
3628,Of Gods and Men,"Drama,History"
3629,Bottle Shock,"Comedy,Drama"
3630,Jekyll and Hyde ... Together Again,"Comedy,Horror,Science Fiction"
3631,Heavenly Creatures,"Drama,Fantasy"
3632,90 Minutes in Heaven,Drama
3633,Everything Must Go,"Comedy,Drama,Romance"
3634,Zero Effect,"Comedy,Crime,Mystery,Thriller"
3635,The Machinist,"Thriller,Drama"
3636,Light Sleeper,"Drama,Crime"
3637,Kill the Messenger,"Thriller,Crime,Drama,Mystery"
3638,Rabbit Hole,Drama
3639,Party Monster,"Comedy,Drama,Crime"
3640,Green Room,"Horror,Crime,Thriller"
3641,The Oh in Ohio,"Comedy,Drama,Romance"
3642,Atlas Shrugged Part III: Who is John Galt?,"Drama,Science Fiction,Mystery"
3643,Bottle Rocket,"Comedy,Crime,Drama"
3644,Albino Alligator,"Crime,Drama,Thriller"
3645,"Gandhi, My Father","Drama,Foreign,History"
3646,Standard Operating Procedure,Documentary
3647,Out of the Blue,Drama
3648,Tucker and Dale vs Evil,"Comedy,Horror"
3649,"Lovely, Still","Drama,Romance"
3650,Tycoon,"Action,Drama,Romance"
3651,Desert Blue,"Comedy,Drama"
3652,Decoys,"Horror,Science Fiction,Thriller"
3653,The Visit,"Horror,Thriller"
3654,Redacted,"Drama,War"
3655,Fascination,"Romance,Thriller"
3656,Area 51,"Horror,Thriller,Science Fiction"
3657,Sleep Tight,Thriller
3658,The Cottage,"Horror,Comedy,Crime,Thriller"
3659,Dead Like Me: Life After Death,"Drama,Fantasy,Comedy"
3660,Farce of the Penguins,"Comedy,Documentary"
3661,Flying By,Drama
3662,Rudderless,"Music,Drama,Comedy"
3663,Henry & Me,"Family,Animation"
3664,Christmas Eve,"Romance,Comedy"
3665,We Have Your Husband,"TV Movie,Crime,Drama,Thriller"
3666,Dying of the Light,"Thriller,Drama"
3667,Born Of War,"Action,Thriller,War"
3668,Capricorn One,"Drama,Action,Thriller,Science Fiction"
3669,Should've Been Romeo,"Comedy,Drama"
3670,Running Forever,Family
3671,Yoga Hosers,"Comedy,Fantasy,Horror,Thriller"
3672,Navy Seals vs. Zombies,"Horror,Action"
3673,I Served the King of England,"Comedy,Drama"
3674,Soul Kitchen,"Drama,Comedy"
3675,Sling Blade,Drama
3676,The Awakening,"Horror,Thriller"
3677,Hostel,Horror
3678,A Cock and Bull Story,"Comedy,Drama"
3679,Take Shelter,"Thriller,Drama"
3680,Lady in White,"Horror,Thriller"
3681,Driving Lessons,"Drama,Comedy"
3682,Let's Kill Ward's Wife,Comedy
3683,The Texas Chainsaw Massacre 2,Horror
3684,Pat Garrett & Billy the Kid,Western
3685,Only God Forgives,"Drama,Thriller,Crime"
3686,Camping Sauvage,"Drama,Romance"
3687,Without Men,"Comedy,Romance"
3688,Dear Frankie,"Drama,Family"
3689,All Hat,"Action,Comedy,Drama,Western"
3690,The Names of Love,"Drama,Comedy,Romance"
3691,Treading Water,"Drama,Comedy"
3692,Savage Grace,Drama
3693,Out of the Blue,Drama
3694,Police Academy,"Comedy,Crime"
3695,The Blue Lagoon,"Romance,Adventure,Drama"
3696,Four Weddings and a Funeral,"Comedy,Drama,Romance"
3697,Fast Times at Ridgemont High,Comedy
3698,Moby Dick,"Adventure,Drama"
3699,25th Hour,"Crime,Drama"
3700,Bound,"Crime,Drama,Romance,Thriller"
3701,Requiem for a Dream,"Crime,Drama"
3702,State Fair,"Music,Romance"
3703,Tango,"Drama,Foreign,Romance"
3704,Salvador,Drama
3705,Moms' Night Out,Comedy
3706,Donnie Darko,"Fantasy,Drama,Mystery"
3707,Saving Private Perez,"Action,Comedy,Foreign"
3708,Character,"Drama,Foreign,History"
3709,Spun,"Comedy,Crime,Drama"
3710,Life During Wartime,"Comedy,Drama"
3711,Sympathy for Lady Vengeance,"Drama,Thriller"
3712,Mozart's Sister,Drama
3713,Mean Machine,"Comedy,Drama"
3714,Exiled,"Action,Crime,Thriller"
3715,Blackthorn,"Adventure,Action,Western"
3716,Lilya 4-ever,"Crime,Drama"
3717,After.Life,"Drama,Horror,Mystery,Thriller"
3718,Fugly,"Comedy,Drama,Thriller"
3719,One Flew Over the Cuckoo's Nest,Drama
3720,R.L. Stine's Monsterville: The Cabinet of Souls,"Comedy,Horror"
3721,Silent Movie,Comedy
3722,Airlift,"Thriller,Action,Drama,History"
3723,Anne of Green Gables,"Drama,Family"
3724,Falcon Rising,"Adventure,Action"
3725,The Sweeney,"Action,Drama,Crime"
3726,Sexy Beast,"Crime,Drama,Thriller"
3727,Easy Money,"Drama,Thriller,Crime"
3728,Whale Rider,"Drama,Family"
3729,Paa,"Drama,Family,Foreign"
3730,Cargo,"Thriller,Mystery,Science Fiction"
3731,High School Musical,"Comedy,Drama,Family,Music,TV Movie"
3732,Love and Death on Long Island,"Drama,Romance,Foreign"
3733,Night Watch,"Fantasy,Action,Thriller"
3734,The Crying Game,"Romance,Crime,Drama,Thriller"
3735,Porky's,Comedy
3736,Survival of the Dead,"Horror,Science Fiction"
3737,Night of the Living Dead,Horror
3738,Lost in Translation,Drama
3739,Annie Hall,"Comedy,Drama,Romance"
3740,The Greatest Show on Earth,"Action,Drama,Romance"
3741,Monster's Ball,"Drama,Romance"
3742,Maggie,Horror
3743,Leaving Las Vegas,"Drama,Romance"
3744,Hansel and Gretel Get Baked,"Horror,Comedy"
3745,The Front Page,"Romance,Drama,Comedy"
3746,The Boy Next Door,Thriller
3747,Trapeze,Drama
3748,The Kids Are All Right,"Comedy,Drama"
3749,They Live,"Action,Horror,Science Fiction,Thriller"
3750,The Great Escape,"Adventure,Drama,History,Thriller,War"
3751,What the #$*! Do We (K)now!?,Documentary
3752,The Last Exorcism Part II,"Horror,Thriller"
3753,Boyhood,Drama
3754,Scoop,"Comedy,Mystery"
3755,The Wash,"Action,Comedy"
3756,3 Strikes,"Action,Comedy,Romance"
3757,The Cooler,"Drama,Romance"
3758,The Misfits,"Drama,Action,Romance"
3759,The Night Listener,"Drama,Thriller"
3760,The Jerky Boys,"Comedy,Crime"
3761,The Orphanage,"Horror,Drama,Thriller"
3762,A Haunted House 2,"Comedy,Horror"
3763,The Rules of Attraction,"Comedy,Drama,Romance"
3764,Topaz,"Action,Drama,Mystery,Thriller"
3765,Let's Go to Prison,"Comedy,Crime"
3766,Four Rooms,"Crime,Comedy"
3767,Secretary,"Comedy,Drama,Romance"
3768,The Real Cancun,Documentary
3769,Talk Radio,Drama
3770,Waiting for Guffman,"Music,Comedy"
3771,Love Stinks,"Comedy,Romance"
3772,You Kill Me,"Comedy,Crime,Thriller,Romance"
3773,Thumbsucker,"Comedy,Drama"
3774,Red State,"Horror,Action,Thriller"
3775,Mirrormask,Fantasy
3776,Samsara,"Drama,Documentary"
3777,The Barbarians,"Fantasy,Adventure"
3778,The Art of Getting By,"Drama,Romance"
3779,Zipper,"Thriller,Drama"
3780,Poolhall Junkies,"Comedy,Drama,Thriller"
3781,The Loss of Sexual Innocence,Drama
3782,Holy Motors,"Drama,Fantasy"
3783,Joe,Drama
3784,Shooting Fish,"Crime,Comedy,Romance"
3785,Prison,"Crime,Drama,Horror,Thriller"
3786,Psycho Beach Party,Comedy
3787,The Big Tease,"Comedy,Foreign"
3788,"Guten Tag, Ramón",Drama
3789,Trust,"Crime,Drama,Thriller"
3790,An Everlasting Piece,"Comedy,Crime"
3791,Among Giants,"Comedy,Romance"
3792,Adore,Drama
3793,The Velocity of Gary,"Drama,Romance"
3794,Mondays in the Sun,Drama
3795,Stake Land,"Drama,Horror,Action,Thriller,Science Fiction"
3796,The Last Time I Committed Suicide,Drama
3797,Futuro Beach,Drama
3798,Another Happy Day,"Comedy,Drama"
3799,A Lonely Place to Die,"Adventure,Action,Thriller,Crime"
3800,Nothing,"Comedy,Fantasy,Science Fiction"
3801,The Geographer Drank His Globe Away,Drama
3802,1776,"Drama,Comedy,History,Music"
3803,Inescapable,"Thriller,Romance"
3804,Hell's Angels,"Action,Drama,History"
3805,Purple Violets,"Comedy,Drama,Romance"
3806,The Veil,Horror
3807,The Loved Ones,Horror
3808,The Helpers,Horror
3809,How to Fall in Love,"Comedy,Romance,TV Movie"
3810,The Perfect Wave,"Romance,Adventure,Drama"
3811,A Man for All Seasons,"Drama,History"
3812,Network,Drama
3813,Gone with the Wind,"Drama,Romance,War"
3814,Desert Dancer,Drama
3815,Major Dundee,"War,Western"
3816,Annie Get Your Gun,"Action,Comedy,Music,Romance,Western"
3817,Four Lions,"Comedy,Crime,Drama"
3818,The House of Sand,Drama
3819,Defendor,"Drama,Action,Comedy,Crime"
3820,The Pirate,"Music,Romance"
3821,The Good Heart,"Drama,Comedy,Romance"
3822,The History Boys,"Comedy,Drama"
3823,Midnight Cowboy,Drama
3824,The Full Monty,Comedy
3825,Airplane!,Comedy
3826,Chain of Command,"Thriller,Adventure,Action"
3827,Friday,Comedy
3828,Menace II Society,"Drama,Action,Crime"
3829,Creepshow 2,Horror
3830,The Ballad of Cable Hogue,"Action,Comedy,Western"
3831,In Cold Blood,"Crime,Drama"
3832,The Nun's Story,Drama
3833,Harper,"Action,Drama,Thriller,Crime,Mystery"
3834,Frenzy,"Crime,Drama,Mystery,Thriller"
3835,The Witch,"Mystery,Horror"
3836,I Got the Hook Up,"Action,Comedy"
3837,She's the One,"Comedy,Romance"
3838,Gods and Monsters,Drama
3839,The Secret in Their Eyes,"Crime,Drama,Mystery,Romance"
3840,Train,"Horror,Thriller"
3841,Evil Dead II,"Horror,Comedy,Fantasy"
3842,Pootie Tang,"Action,Comedy"
3843,Sharknado,"TV Movie,Horror"
3844,The Other Conquest,"Drama,Foreign"
3845,Troll Hunter,"Fantasy,Horror"
3846,Ira & Abby,"Comedy,Romance"
3847,Winter Passing,"Comedy,Drama"
3848,D.E.B.S.,Action
3849,The Masked Saint,"Crime,Action"
3850,The Betrayed,"Crime,Drama,Mystery,Thriller"
3851,Taxman,"Action,Crime,Comedy,Thriller"
3852,The Secret,Drama
3853,2:13,"Horror,Thriller,Mystery"
3854,"Batman: The Dark Knight Returns, Part 2","Action,Animation"
3855,Time to Choose,Documentary
3856,In the Name of the King III,"Action,Adventure,Drama,Fantasy"
3857,Wicked Blood,"Action,Drama,Thriller"
3858,Stranded,Drama
3859,Lords of London,"Crime,Mystery,Thriller"
3860,High Anxiety,"Comedy,Music"
3861,March of the Penguins,"Documentary,Family"
3862,Margin Call,"Thriller,Drama"
3863,August,Drama
3864,Choke,"Comedy,Drama"
3865,Whiplash,Drama
3866,City of God,"Drama,Crime"
3867,Human Traffic,"Comedy,Drama"
3868,To Write Love on Her Arms,"Drama,Music"
3869,The Dead Girl,"Mystery,Drama,Crime,Thriller"
3870,The Hunt,Drama
3871,A Christmas Story,"Comedy,Family"
3872,Bella,"Drama,Romance"
3873,Class of 1984,"Action,Drama,Horror,Crime,Thriller"
3874,The Opposite Sex,Comedy
3875,Dreaming of Joseph Lees,"Romance,Drama"
3876,The Class,Drama
3877,Rosemary's Baby,"Horror,Drama,Mystery"
3878,The Man Who Shot Liberty Valance,Western
3879,Adam,"Drama,Romance"
3880,Maria Full of Grace,"Drama,Thriller,Crime"
3881,Beginners,"Drama,Romance,Comedy"
3882,Feast,"Action,Comedy,Horror"
3883,Animal House,Comedy
3884,Goldfinger,"Adventure,Action,Thriller"
3885,Antiviral,"Science Fiction,Horror"
3886,It's a Wonderful Life,"Drama,Family,Fantasy"
3887,Trainspotting,"Drama,Crime"
3888,The Original Kings of Comedy,Comedy
3889,Paranormal Activity 2,"Horror,Thriller"
3890,Waking Ned,"Comedy,Romance"
3891,Bowling for Columbine,Documentary
3892,Coming Home,Drama
3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror
3894,A Room with a View,"Drama,Romance"
3895,The Purge,"Science Fiction,Horror,Thriller"
3896,Sinister,"Horror,Thriller,Mystery"
3897,Martin Lawrence Live: Runteldat,Comedy
3898,Cat on a Hot Tin Roof,"Drama,Romance"
3899,Beneath the Planet of the Apes,"Adventure,Science Fiction,Mystery"
3900,Air Bud,"Comedy,Family,Drama"
3901,Pokémon: Spell of the Unknown,"Adventure,Fantasy,Animation,Action,Family"
3902,Friday the 13th Part VI: Jason Lives,"Horror,Mystery,Thriller"
3903,The Bridge on the River Kwai,"Drama,History,War"
3904,Spaced Invaders,"Comedy,Family,Science Fiction"
3905,Family Plot,"Comedy,Crime,Thriller"
3906,The Apartment,"Comedy,Drama,Romance"
3907,Jason Goes to Hell: The Final Friday,"Fantasy,Horror,Thriller"
3908,Torn Curtain,"Mystery,Thriller"
3909,Dave Chappelle's Block Party,"Comedy,Documentary,Music"
3910,Slow West,"Romance,Thriller,Western"
3911,Krush Groove,"Drama,Music,Romance"
3912,Next Day Air,"Action,Comedy,Crime"
3913,Elmer Gantry,Drama
3914,Judgment at Nuremberg,"Drama,History"
3915,Trippin',"Comedy,Romance"
3916,Red River,Western
3917,Phat Girlz,"Comedy,Romance"
3918,Before Midnight,"Romance,Drama"
3919,Teen Wolf Too,"Comedy,Fantasy,Family"
3920,Phantasm II,"Action,Horror,Science Fiction,Thriller"
3921,Woman Thou Art Loosed,Drama
3922,Real Women Have Curves,"Comedy,Drama"
3923,Water,"Drama,Foreign,Romance"
3924,East Is East,Comedy
3925,Whipped,"Comedy,Romance"
3926,Kama Sutra - A Tale of Love,"Drama,History,Romance"
3927,Please Give,"Comedy,Drama"
3928,Willy Wonka & the Chocolate Factory,"Family,Fantasy"
3929,Warlock: The Armageddon,"Fantasy,Horror,Science Fiction"
3930,8 Heads in a Duffel Bag,"Comedy,Crime"
3931,Days of Heaven,"Drama,Romance"
3932,Thirteen Conversations About One Thing,Drama
3933,Jawbreaker,Comedy
3934,Basquiat,"Drama,History"
3935,Frances Ha,"Comedy,Drama"
3936,Tsotsi,"Crime,Drama"
3937,Happiness,"Comedy,Drama"
3938,DysFunktional Family,"Comedy,Documentary"
3939,Tusk,"Comedy,Horror"
3940,Oldboy,"Drama,Thriller,Mystery,Action"
3941,Letters to God,"Action,Drama,Family,Thriller"
3942,Hobo with a Shotgun,"Action,Comedy,Thriller"
3943,Compadres,"Action,Comedy"
3944,Freeway,"Comedy,Drama,Thriller"
3945,Love's Abiding Joy,"TV Movie,Action,Drama,Family"
3946,Fish Tank,Drama
3947,Damsels in Distress,"Comedy,Romance"
3948,Creature,"Horror,Science Fiction,Thriller"
3949,Bachelorette,"Comedy,Romance"
3950,Brave New Girl,"Drama,Music,Family"
3951,Tim and Eric's Billion Dollar Movie,Comedy
3952,Summer Storm,"Comedy,Drama"
3953,Fort McCoy,"War,Drama,History"
3954,Chain Letter,"Horror,Thriller"
3955,Just Looking,"Drama,Comedy"
3956,The Divide,Science Fiction
3957,The Eclipse,"Drama,Horror,Romance"
3958,Demonic,"Thriller,Horror"
3959,My Big Fat Independent Movie,Comedy
3960,The Deported,"Comedy,Family"
3961,Tanner Hall,Drama
3962,Open Road,"Action,Drama,Thriller"
3963,They Came Together,Comedy
3964,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy
3965,Never Back Down 2: The Beatdown,"Drama,Action"
3966,Point Blank,"Action,Crime,Drama,Thriller"
3967,Four Single Fathers,"Drama,Comedy"
3968,Enter the Dangerous Mind,Thriller
3969,Something Wicked,"Mystery,Thriller"
3970,AWOL-72,Thriller
3971,Chicago Overcoat,"Action,Crime,Thriller"
3972,Barry Munday,"Comedy,Drama,Romance"
3973,Central Station,Drama
3974,Pocketful of Miracles,"Comedy,Drama"
3975,Close Range,"Crime,Action"
3976,Boynton Beach Club,"Comedy,Drama,Romance"
3977,Amnesiac,"Thriller,Mystery,Drama,Horror"
3978,Freakonomics,Documentary
3979,High Tension,"Horror,Thriller,Mystery"
3980,Griff the Invisible,"Romance,Comedy,Drama"
3981,Unnatural,"Thriller,Action,Horror"
3982,Hustle & Flow,Drama
3983,Some Like It Hot,"Comedy,Romance"
3984,Friday the 13th Part VII: The New Blood,"Horror,Thriller"
3985,The Wizard of Oz,"Adventure,Family,Fantasy"
3986,Young Frankenstein,"Comedy,Science Fiction"
3987,Diary of the Dead,"Horror,Action,Science Fiction"
3988,Lage Raho Munna Bhai,"Comedy,Drama,Romance"
3989,Ulee's Gold,Drama
3990,The Black Stallion,"Adventure,Family"
3991,Journey to Saturn,"Action,Adventure,Animation,Comedy,Science Fiction"
3992,Donovan's Reef,"Adventure,Comedy,Romance"
3993,The Dress,"Comedy,Drama"
3994,A Guy Named Joe,"Drama,Romance,War"
3995,Blazing Saddles,"Western,Comedy"
3996,Friday the 13th: The Final Chapter,"Horror,Thriller"
3997,Ida,Drama
3998,Maurice,"Drama,Romance"
3999,Beer League,Comedy
4000,Riding Giants,Documentary
4001,Timecrimes,"Science Fiction,Thriller"
4002,Silver Medalist,"Action,Adventure,Comedy,Drama,Foreign"
4003,Timber Falls,"Horror,Thriller"
4004,Singin' in the Rain,"Comedy,Music,Romance"
4005,"Fat, Sick & Nearly Dead",Documentary
4006,A Haunted House,"Comedy,Horror"
4007,2016: Obama's America,Documentary
4008,That Thing You Do!,"Comedy,Drama"
4009,Halloween III: Season of the Witch,"Horror,Mystery,Science Fiction"
4010,Escape from the Planet of the Apes,"Action,Science Fiction"
4011,Hud,"Action,Drama,Western"
4012,Kevin Hart: Let Me Explain,"Comedy,Documentary"
4013,My Own Private Idaho,"Drama,Romance"
4014,Garden State,"Comedy,Drama,Romance"
4015,Before Sunrise,"Drama,Romance"
4016,Evil Words,"Horror,Mystery,Thriller"
4017,Jesus' Son,"Comedy,Drama,Romance"
4018,Saving Face,"Comedy,Romance"
4019,Brick Lane,Drama
4020,Robot & Frank,"Science Fiction,Comedy,Drama,Crime"
4021,My Life Without Me,"Drama,Romance"
4022,The Spectacular Now,"Comedy,Drama,Romance"
4023,Religulous,"Comedy,Documentary"
4024,Fuel,"Documentary,Drama"
4025,Valley of the Heart's Delight,Drama
4026,Eye of the Dolphin,Drama
4027,8: The Mormon Proposition,Documentary
4028,The Other End of the Line,"Comedy,Romance"
4029,Anatomy,"Horror,Thriller"
4030,Sleep Dealer,"Drama,Science Fiction,Thriller"
4031,Super,"Comedy,Action,Drama"
4032,Christmas Mail,"Comedy,Family"
4033,Stung,"Comedy,Horror"
4034,Antibirth,Horror
4035,Get on the Bus,Drama
4036,Thr3e,"Drama,Horror,Thriller"
4037,Idiocracy,"Adventure,Comedy,Science Fiction"
4038,The Rise of the Krays,Crime
4039,This Is England,"Drama,Crime"
4040,U.F.O.,"Action,Adventure,Science Fiction"
4041,Bathing Beauty,"Comedy,Music"
4042,Go for It!,"Drama,Family"
4043,"Dancer, Texas Pop. 81","Comedy,Drama,Family"
4044,Show Boat,"Music,Romance"
4045,Redemption Road,Drama
4046,The Calling,Thriller
4047,The Brave Little Toaster,"Fantasy,Adventure,Animation,Comedy,Family,Music"
4048,Fantasia,"Animation,Family,Music"
4049,8 Days,"Thriller,Drama"
4050,Friday the 13th Part III,"Horror,Thriller"
4051,Friday the 13th: A New Beginning,"Horror,Thriller"
4052,The Last Sin Eater,Drama
4053,Do You Believe?,"Fantasy,Drama"
4054,Impact Point,"Thriller,Romance"
4055,The Valley of Decision,Drama
4056,Eden,"Thriller,Drama"
4057,Chicken Tikka Masala,"Comedy,Romance,Foreign"
4058,There's Always Woodstock,"Romance,Comedy,Music"
4059,Jack Brooks: Monster Slayer,"Action,Comedy,Horror"
4060,The Best Years of Our Lives,"Drama,History,Romance"
4061,Bully,"Crime,Drama"
4062,Elling,"Comedy,Drama"
4063,Mi America,"Drama,Crime"
4064,[REC],"Horror,Mystery"
4065,Lies in Plain Sight,"Drama,Mystery,Thriller"
4066,Containment,"Thriller,Horror,Science Fiction"
4067,The Timber,"Adventure,Drama,Western"
4068,From Russia with Love,"Action,Thriller,Adventure"
4069,The Toxic Avenger Part II,"Comedy,Horror,Action"
4070,Sleeper,"Comedy,Romance,Science Fiction"
4071,It Follows,"Horror,Thriller"
4072,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy
4073,To Kill a Mockingbird,"Crime,Drama"
4074,Mad Max 2: The Road Warrior,"Adventure,Action,Thriller,Science Fiction"
4075,The Legend of Drunken Master,"Action,Comedy"
4076,Boys Don't Cry,"Crime,Drama"
4077,Silent House,"Horror,Mystery"
4078,The Lives of Others,"Drama,Thriller"
4079,Courageous,Drama
4080,The Hustler,Drama
4081,Boom Town,"Adventure,Drama,Romance"
4082,The Triplets of Belleville,"Adventure,Animation,Comedy,Drama"
4083,Smoke Signals,"Drama,Comedy"
4084,American Splendor,"Comedy,Drama"
4085,Before Sunset,"Drama,Romance"
4086,Amores perros,"Drama,Thriller"
4087,Thirteen,"Crime,Drama"
4088,Gentleman's Agreement,"Drama,Romance"
4089,Winter's Bone,Drama
4090,Touching the Void,"Documentary,Action,Adventure"
4091,Alexander's Ragtime Band,"Drama,Music,Romance"
4092,Me and You and Everyone We Know,"Comedy,Drama"
4093,Inside Job,Documentary
4094,We Are Your Friends,"Drama,Music,Romance"
4095,Ghost Dog: The Way of the Samurai,"Crime,Drama"
4096,Harsh Times,"Crime,Drama,Thriller,Action"
4097,Captive,"Crime,Drama,Thriller"
4098,Full Frontal,"Comedy,Drama,Romance"
4099,Witchboard,Horror
4100,Shortbus,"Romance,Drama,Comedy"
4101,Waltz with Bashir,"Drama,Animation,War"
4102,No End in Sight,Documentary
4103,The Diary of a Teenage Girl,"Drama,Romance"
4104,In the Shadow of the Moon,Documentary
4105,Meek's Cutoff,"Drama,Western"
4106,Inside Deep Throat,"History,Documentary"
4107,Dinner Rush,"Drama,Action,Thriller"
4108,Clockwatchers,"Comedy,Drama"
4109,The Virginity Hit,Comedy
4110,Subway,"Action,Thriller"
4111,House of D,"Comedy,Drama"
4112,Teeth,"Comedy,Horror"
4113,Six-String Samurai,"Action,Adventure,Science Fiction"
4114,It's All Gone Pete Tong,"Drama,Comedy,Music"
4115,Saint John of Las Vegas,Comedy
4116,24 7: Twenty Four Seven,"Comedy,Drama,Romance"
4117,Stonewall,Drama
4118,Roadside Romeo,"Animation,Family,Foreign"
4119,This Thing of Ours,"Drama,Action,Thriller"
4120,The Lost Medallion: The Adventures of Billy Stone,"Adventure,Family"
4121,The Last Five Years,"Comedy,Drama,Music,Romance"
4122,The Missing Person,"Comedy,Drama,Mystery,Thriller"
4123,Return of the Living Dead 3,"Comedy,Science Fiction,Romance,Horror"
4124,London,"Drama,Action,Romance"
4125,Sherrybaby,Drama
4126,Circle,"Horror,Science Fiction"
4127,Eden Lake,"Horror,Thriller"
4128,Plush,Thriller
4129,Lesbian Vampire Killers,"Horror,Comedy"
4130,Gangster's Paradise: Jerusalema,"Drama,Action,Crime,Foreign"
4131,Freeze Frame,"Thriller,Drama,Crime"
4132,Grave Encounters,"Thriller,Horror"
4133,Stitches,Horror
4134,Nine Dead,"Crime,Drama,Horror,Thriller"
4135,"To Be Frank, Sinatra at 100",Documentary
4136,Bananas,Comedy
4137,Supercapitalist,Thriller
4138,Rockaway,"Action,Adventure,Drama"
4139,The Lady from Shanghai,"Crime,Drama,Mystery"
4140,No Man's Land: The Rise of Reeker,"Horror,Thriller"
4141,Highway,"Action,Adventure,Drama"
4142,Small Apartments,"Comedy,Crime"
4143,Coffee Town,Comedy
4144,The Ghastly Love of Johnny X,"Comedy,Fantasy,Music"
4145,All Is Bright,"Comedy,Drama"
4146,The Torture Chamber of Dr. Sadism,"Mystery,Horror,History"
4147,Straight A's,"Comedy,Drama"
4148,A Funny Thing Happened on the Way to the Forum,"Comedy,Music"
4149,Slacker Uprising,Documentary
4150,The Legend of Hell's Gate: An American Conspiracy,"Action,Adventure,History,Western"
4151,The Walking Deceased,"Science Fiction,Comedy"
4152,The Curse of Downers Grove,"Thriller,Mystery,Horror,Drama"
4153,Shark Lake,Thriller
4154,River's Edge,"Crime,Drama"
4155,Northfork,"Fantasy,Drama,Science Fiction"
4156,The Marine 4: Moving Target,"Thriller,Action"
4157,Buried,"Drama,Thriller,Mystery"
4158,Submarine,"Drama,Comedy,Romance"
4159,The Square,"Documentary,Drama,History"
4160,One to Another,Drama
4161,ABCD (Any Body Can Dance),"Drama,Music"
4162,Man on Wire,"Thriller,Documentary,Crime,History"
4163,Abandoned,"Drama,Thriller"
4164,Brotherly Love,Drama
4165,The Last Exorcism,"Horror,Drama,Thriller"
4166,Nowhere Boy,Drama
4167,A Streetcar Named Desire,Drama
4168,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War"
4169,The Crime of Padre Amaro,"Drama,Romance"
4170,Beasts of the Southern Wild,"Drama,Fantasy"
4171,Battle for the Planet of the Apes,"Action,Science Fiction"
4172,Songcatcher,"Drama,Music"
4173,Higher Ground,"Drama,Thriller"
4174,Vaalu,"Comedy,Romance"
4175,The Greatest Movie Ever Sold,"Comedy,Documentary"
4176,Ed and His Dead Mother,Comedy
4177,Travellers and Magicians,"Adventure,Drama,Foreign"
4178,Hang 'em High,Western
4179,Deadline - U.S.A.,"Crime,Drama"
4180,Sublime,"Horror,Thriller"
4181,A Beginner's Guide to Snuff,"Thriller,Comedy,Horror"
4182,Independence Daysaster,"Action,Science Fiction"
4183,Dysfunctional Friends,"Comedy,Romance"
4184,Run Lola Run,"Action,Drama,Thriller"
4185,May,"Drama,Horror,Thriller,Romance"
4186,Against the Wild,"Adventure,Family"
4187,Under the Same Moon,Drama
4188,Conquest of the Planet of the Apes,"Action,Science Fiction"
4189,In the Bedroom,"Drama,Thriller"
4190,I Spit on Your Grave,"Thriller,Crime,Horror"
4191,"Happy, Texas","Comedy,Crime"
4192,My Summer of Love,"Drama,Thriller,Romance"
4193,The Lunchbox,"Drama,Romance"
4194,Yes,"Drama,Romance"
4195,You Can't Take It With You,"Comedy,Romance"
4196,From Here to Eternity,"War,Drama,Romance"
